Website,Order Date,Currency,Unit Price,Unit Price Tax,Shipping Charge,Total Discounts,Total Owed,Shipment Item Subtotal,Shipment Item Subtotal Tax,ASIN,Product Condition,Quantity,Order Status,Shipment Status,Ship Date,Shipping Option,Carrier Name & Tracking Number,Product Name
Amazon.com,2023-08-14T14:20:44Z,USD,68.99,4.14,0,0,73.13,68.99,4.14,B09B7CWT63,New,1,Closed,Shipped,2023-08-15T09:07:34Z,rush,AMZN_US(TBA223258546000),"IETS GT500 Powerful Turbo-Fan (4200 RPM) Laptop Cooling Pad with Infinitely Variable Speed,Seal Foam for Rapid Cooling Gaming Laptop,Dust Filter for Protect Laptop,13-17.3inch Laptop Cooler"
Amazon.com,2023-08-14T00:44:08Z,USD,15.95,0.96,0,0,16.91,15.95,0.96,B084P5ZPR7,New,1,Closed,Shipped,2023-08-18T13:39:43Z,std-n-us,AMZN_US(TBA308253533826),"Geekria QuickFit Replacement Ear Pads for AKG N60NC Wireless Headphones Ear Cushions, Headset Earpads, Ear Cups Cover Repair Parts (Black)"
Amazon.com,2023-08-14T00:44:08Z,USD,16.99,1.02,0,0,18.01,16.99,1.02,B00TF02JXC,New,1,Closed,Shipped,2023-08-14T21:14:00Z,next-1dc,AMZN_US(TBA308185439323),"DEWALT Trimmer Line, 225-Foot by 0.080-Inch (DWO1DT802),Tan"
Amazon.com,2023-08-14T00:44:08Z,USD,11.5,0.69,0,0,12.19,11.5,0.69,B07SJYNRRM,New,1,Closed,Shipped,2023-08-14T13:03:48Z,next-1dc,AMZN_US(TBA308182343429),Bare Copper Wire/Choose : 10 Ga to 30 Ga (28 Ga 150 Ft Spool)
Amazon.com,2023-08-08T18:32:13Z,USD,5.4,0.32,0,0,5.72,5.4,0.32,B000PKIER6,New,1,Closed,Shipped,2023-08-09T03:53:36Z,std-us-nft,USPS(9374889675022357437210),Genuine NGK BPR5ES Spark Plug
Amazon.com,2023-08-06T03:19:28Z,USD,6.99,0.62,0,0,7.61,34.18,3.04,B0C2DBRQ5G,New,1,Closed,Shipped,2023-08-07T16:32:56Z,second-nominated-day,AMZN_US(TBA308068656686),"3Pcs COOL-ANGLE Makeup Sponge Puff For Foundation Concealer And Powder, Blender Sponge For Natural And Easy Makeup Soft Long-lasting And Beginner-friendly"
Amazon.com,2023-08-06T03:19:28Z,USD,14.21,1.26,0,0,15.47,34.18,3.04,B00NN07IMW,New,1,Closed,Shipped,2023-08-07T16:32:56Z,second-nominated-day,AMZN_US(TBA308068656686),Brushmo Replacement Toothbrush Heads Compatible with Sonicare Electric Toothbrush 8 Pack
Amazon.com,2023-08-06T03:19:28Z,USD,12.98,1.16,0,0,14.14,34.18,3.04,B09LM1WB4C,New,1,Closed,Shipped,2023-08-07T16:32:56Z,second-nominated-day,AMZN_US(TBA308068656686),"Urbanstrive 304 Stainless Steel Bathroom Toothbrush Holder Toothpaste Holder Stand Bathroom Accessories Organizer (Silver, Large)"
Amazon.com,2023-08-02T21:04:41Z,USD,19.99,1.2,12.21,0,54.59,394.96,23.7,B01LXQPRVS,New,2,Closed,Shipped,2023-08-03T12:32:46Z,Std US D2D Dom,FedEx(772937736695),"Mytee Products Kinedyne Winch Straps 4"" x 30' Gold Heavy Duty Tie Down w/Flat Hooks WLL# 5400 lbs | 4 Inch Cargo Control for Flatbed Truck Utility Trailer (1 - Pack)"
Amazon.com,2023-08-02T21:04:41Z,USD,119.99,7.2,2.82,0,130.01,394.96,23.7,B0BSR9BBPC,New,1,Closed,Shipped,2023-08-03T12:32:46Z,Std US D2D Dom,FedEx(772937736695),Mytee Products (4 Pack Trailer Winch - Standard Sliding C Track - Deep Profile
Amazon.com,2023-08-02T21:04:41Z,USD,234.99,14.1,2.82,0,251.91,394.96,23.7,B0BSR7LYDK,New,1,Closed,Shipped,2023-08-03T12:32:46Z,Std US D2D Dom,FedEx(772937736695),Mytee Products (8 Pack Trailer Winch - Standard Sliding C Track - Deep Profile
Amazon.com,2023-07-29T19:43:14Z,USD,259.99,15.6,0,0,275.59,259.99,15.6,B01LXOF6I7,New,1,Closed,Shipped,2023-07-30T10:11:00Z,Std US D2D Dom,FedEx(772890453356),"Mytee Products 20' x 18' Black Steel Tarp for Heavy Duty Truck Cargo - 18 Oz Vinly Flatbed Tarps with 6' Drop - Waterproof Tarp for Trailers to Protect Cargo from Wind, Rain, Snow and Sun"
Amazon.com,2023-07-28T06:50:53Z,USD,16.99,0.9,0,'-2',15.89,16.99,0.9,B0BM326J66,New,1,Closed,Shipped,2023-08-01T06:32:44Z,second-nominated-day-cosmos,AMZN_US(TBA307963976729),"Dark Spot Corrector Cream, Dark Spot Remover for Body, Hyperpigmentation Treatment, Brightening Cream, Age Spot/Sun Spot/Brown Spot Treatment, Dark Spot Cream, Instant Result, Moisturizes Armpit, Neck, Knees and Private Parts, 2 FL OZ/60ML"
Amazon.com,2023-07-28T01:32:18Z,USD,23.99,1.81,0,'-3.6',22.2,23.99,1.81,B01LVU7THF,New,1,Closed,Shipped,2023-07-29T00:17:15Z,next-1dc,AMZN_US(TBA307909919178),"ZIMASILK 100% Mulberry Silk Pillowcase for Hair and Skin Health,Soft and Smooth,Both Sides Premium Grade 6A Silk,600 Thread Count,with Hidden Zipper,1"
Amazon.com,2023-07-28T00:01:33Z,USD,9.99,0.45,0,'-2.5',7.94,9.99,0.45,B091HH9K97,New,1,Closed,Shipped,2023-07-28T16:51:07Z,std-us-nft,AMZN_US(TBA307906642611),"MAXvolador A19 LED Light Bulbs, 100 Watt Equivalent LED Bulbs, Daylight White 5000K, 1500 Lumens, E26 Standard Base, Non-Dimmable, 13W Bright White LE"
Amazon.com,2023-07-27T17:19:08Z,USD,179.99,5.4,0,'-90',95.39,254.97,9.9,B086DL32R3,New,1,Closed,Shipped,2023-07-28T14:59:16Z,rush,AMZN_US(TBA188083714000),"Blink Outdoor (3rd Gen) - wireless, weather-resistant HD security camera, two-year battery life, motion detection, set up in minutes - 2 camera system"
Amazon.com,2023-07-27T17:19:08Z,USD,34.99,2.1,0,0,37.09,254.97,9.9,B07X6C9RMF,New,1,Closed,Shipped,2023-07-28T14:59:16Z,rush,AMZN_US(TBA188083714000),"Blink Mini - Compact indoor plug-in smart security camera, 1080p HD video, night vision, motion detection, two-way audio, easy set up, Works with Alexa - 1 camera (White)"
Amazon.com,2023-07-27T17:19:08Z,USD,39.99,2.4,0,0,42.39,254.97,9.9,B094YXNBNL,New,1,Closed,Shipped,2023-07-28T14:59:16Z,rush,AMZN_US(TBA188083714000),Floodlight Mount Accessory for Blink Outdoor Camera (3rd Gen) with 2-year battery life (Black)
Amazon.com,2023-07-27T17:14:40.626Z,USD,34.99,0,0,0,0,Not Available,Not Available,B07X6C9RMF,New,0,Cancelled,Not Available,Not Available,second-nominated-day-cosmos,Not Available,"Blink Mini - Compact indoor plug-in smart security camera, 1080p HD video, night vision, motion detection, two-way audio, easy set up, Works with Alexa - 1 camera (White)"
Amazon.com,2023-07-27T17:14:40.626Z,USD,179.99,0,0,0,0,Not Available,Not Available,B086DL32R3,New,0,Cancelled,Not Available,Not Available,second-nominated-day-cosmos,Not Available,"Blink Outdoor (3rd Gen) - wireless, weather-resistant HD security camera, two-year battery life, motion detection, set up in minutes - 2 camera system"
Amazon.com,2023-07-27T17:14:40.626Z,USD,39.99,0,0,0,0,Not Available,Not Available,B094YXNBNL,New,0,Cancelled,Not Available,Not Available,second-nominated-day-cosmos,Not Available,Floodlight Mount Accessory for Blink Outdoor Camera (3rd Gen) with 2-year battery life (Black)
